"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"31","AMY MEYERTHOLEN",2001-06-08,"NYT",3,9,1960,3,8,1960,1,6003073,1,"3 STORES PICKETED HERE",0,"800 MEMBERS OF INTERNATIONAL LADIES GARMENT WORKERS UNION & 2 NEGRO STUDENTS","PICKET","3 WOOLWORTH DEPT. STORE LOCATIONS IN NYC","BUSINESS","DESEGREGATION OF EATING PLACES","COLLECTIVE, CLAIMS MADE, PUBLIC",19,"1",4,1,"NY","","","",1,"NEW YORK","",NA,"",1,802,NA,2,401,800,1200,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"INTERNATIONAL LADIES GARMET WORKERS UNION","CIVIL RIGHTS COMMITTEE OF THE AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"32","AMY MEYERTHOLEN",2001-06-08,"NYT",3,11,1960,3,10,1960,1,6003077,1,"WOOLWORTHS PICKETED HERE",0,"5 CORE MEMBERS","PICKETED","WOOLWORTHS DEPT. STORE IN NYC","THE BUSINESS","ANTI-SEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",15,"1",2,1,"NY","","","",1,"NEW YORK","",1,"WOOLWORTHS DEPT. STORE",1,5,NA,2,430,NA,401,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"CONGRESS OF RACIAL EQUALITY","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,59,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"33","AMY MEYERTHOLEN",2001-06-10,"NYT",3,17,1960,3,16,1960,1,6003097,2,"21 HARLEM SLUM TENANTS MARCH AT LANDLORDS FIFTH AVE. HOME",0,"21 RESIDENTS, MOSTLY WOMEN","MARCH, INCLUDING SIGNS & SINGING","OUTSIDE HOME OF LANDLORD IN NYC","MURRAY SHELTON, LANDLORD","BETTER LIVING CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"1",10,1,"NY","","","",1,"NEW YORK","",NA,"",1,21,NA,2,1500,500,1500,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1318,1,1331,3,NA,NA,NA,NA,2,NA,NA,NA,20,22,42,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"34","AMY MEYERTHOLEN",2001-06-10,"NYT",3,19,1960,3,18,1960,1,6003098,2,"LANDLORDS FACE NEW HEAT CHARGE",0,"RESIDENTS & LAWYERS","LAWSUIT/SUMMONS/PAPERS","NYC","MURRAY SHELTON, LANDLORD","DEMANDING BETTER LIVING CONDITIONS/HEAT","COLLECTIVE, CLAIMS MADE, PUBLIC",44,"1",15,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1500,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1318,1,1331,3,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"35","AMY MEYERTHOLEN",2001-06-10,"NYT",3,19,1960,3,18,1960,1,6003099,1,"LANDLORDS FACE NEW HEAT CHARGE",0,"RESIDENTS & LAWYERS","LAWSUIT/SUMMONS & PAPERS","NYC","MURRAY SHELTON, LANDLORD","DEMANDING BETTER LIVING CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",44,"1",15,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,1500,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1318,1,1331,3,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"36","AMY MEYERTHOLEN",2001-06-10,"NYT",3,20,1960,2,28,1960,21,6003114,1,"DEMONSTRATIONS HERE",1,"STUDENTS","PICKET","F.W. WOOLWORTHS IN NYC","BUSINSSES","INTEGRATION IN THE SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",46,"1",2,1,"NY","","","",1,"NEW YORK","",1,"F.W. WOOLWORTHS STORE",0,NA,2,1,800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"37","AMY MEYERTHOLEN",2001-06-10,"NYT",3,20,1960,3,19,1960,1,6003115,1,"DEMONSTRATIONS HERE",0,"PICKETS","PICKET","WOOLWORTHS STORE IN QUEENS, NY","BUSINESS","INTEGRATION IN SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",46,"1",2,1,"NY","","","",1,"NEW YORK","",NA,"",1,30,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"38","AMY MEYERTHOLEN",2001-06-10,"NYT",3,20,1960,3,19,1960,1,6003116,1,"DEMONSTRATIONS HERE",0,"PICKETS","PICKET","WOOLWORTHS STORE IN QUEENS, NY","BUSINESS","INTEGRATION IN SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",46,"1",2,1,"NY","","","",1,"NEW YORK","",1,"QUEENS",1,10,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"39","AMY MEYERTHOLEN",2001-06-10,"NYT",3,24,1960,3,23,1960,1,6003132,1,"SOUTH AFRICANS OUT TO LUNCH AS SHOOTING IS PROTESTED",0,"50 WHITES & NEGROES","PICKETED","F.W. WOOLWORTH CO. IN NYC","BUSINESS","INTEGRATION IN SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",8,"1",8,1,"NY","","","",1,"NEW YORK","",1,"WOOLWORTHS",1,50,NA,2,401,NA,430,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"CONGRESS OF RACIAL EQUALITY","AMERICAN COMMITTEE ON AFRICA","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"40","AMY MEYERTHOLEN",2001-06-10,"NYT",3,24,1960,3,23,1960,1,6003133,1,"SOUTH AFRICANS OUT TO LUNCH AS SHOOTING IS PROTESTED",0,"50 WHITES & BLACKS","MARCH & PICKET","TO & AT SOUTH AFRICAN CONSULATE IN NYC","SOUTH AFRICAN GOVT.","OPPOSING KILLING OF 72 AFRICAN DEMONSTRATORS","COLLECTIVE, CLAIMS MADE, PUBLIC",8,"1",8,1,"NY","","","",1,"NEW YORK","",1,"SOUTH AFRICAN CONSULATE",1,50,NA,2,401,NA,430,NA,NA,NA,1,1,4,NA,NA,NA,1,2,"CONGRESS OF RACIAL EQUALITY","AMERICAN COMMITTEE ON AFRICA","","",1518,1,1334,2,NA,NA,NA,NA,2,4,NA,NA,22,20,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"41","AMY MEYERTHOLEN",2001-06-10,"NYT",3,25,1960,3,24,1960,1,6003134,1,"MORE VIOLATIONS LAID TO LANDLORD",0,"TENANT & LAWYERS","COMPLAINTS ORDERED","NYC","ISIDOR FRALICK, LANDLORD","PROTESTING LIVING CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",12,"1",10,1,"NY","","","",1,"NEW YORK","",1,"HOUSING COURT",0,NA,2,1,1500,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1318,1,1331,3,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"42","AMY MEYERTHOLEN",2001-06-10,"NYT",3,29,1960,3,28,1960,1,6003165,1,"PROTEST AT HUNTER",0,"STUDENTS","STOOD TO EAT MEAL","HUNTER COLLEGE IN NY","BUSINESSES","INTEGRATION IN SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",28,"1",1,1,"NY","","","",1,"NEW YORK","",1,"HUNTER COLLEGE",0,NA,4,1,800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"STUDENT COMMITTEE AGAINST RACIAL INDIGNITIES","","","",1501,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,33,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"43","AMY MEYERTHOLEN",2001-06-11,"NYT",3,31,1960,3,30,1960,1,6003175,1,"FIFTH AVENUE PICKETING",0,"NAACP","PICKET","F.W. WOOLWORTHS","BUSINESS","INTEGRATION IN SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",27,"1",3,1,"NY","","","",1,"NEW YORK","",NA,"",1,20,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"NATIONAL ASSOCIATION FOR ADVANCEMENT OF COLORED PEOPLE","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"44","AMY MEYERTHOLEN",2001-06-11,"NYT",3,31,1960,3,30,1960,1,6003176,1,"FIFTH AVENUE PICKETING",0,"NAACP","PICKET","S.H. KRESS & CO.","BUSINESS","INTEGRATION","COLLECTIVE, CLAIMS MADE, PUBLIC",27,"1",3,1,"NY","","","",1,"NEW YORK","",NA,"",1,20,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"NATIONAL ASSOCIATION FOR ADVANCEMENT OF COLORED PEOPLE","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"45","CARISSA WONG",2001-06-12,"NYT",4,1,1960,3,31,1960,1,6004012,1,"2 ANGRY GROUPS PICKET CITY HALL",0,"RESIDENTS OF THE 2ND ASSEMBLY DISTRICT AND STORE OWNERS","PICKETED AND SPOKE AT PUBLIC HEARING","CITY HALL IN NEW YORK","GOVERNMENT","TO OPPOSE THE PROJECTED MANHATTAN CROSSTOWN EXRESSWAY","COLLECTIVE, CLAIMS MADE, PUBLIC",35,"1",13,1,"NY","","","",1,"NEW YORK","",1,"CITY HALL",0,NA,4,2,400,1500,400,100,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1338,3,1350,3,NA,NA,NA,NA,4,NA,NA,NA,20,9,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"46","CARISSA WONG",2001-06-12,"NYT",4,1,1960,3,31,1960,1,6004013,2,"SIDEWALK PROPOSAL SHARPLY PROTESTED",0,"PROPERTY OWNERS","PROTESTED AND PICKETED","NEW YORK CITY COUNCIL CHAMBER","GOVERNMENT","TO STOP WAGNERS PROPOSAL OF MAKING PROPERTY OWNERS LIABLE IN SIDEWALK INJURY SUITS","COLLECTIVE, CLAIMS MADE, PUBLIC",26,"1",5,1,"NY","","","",1,"NEW YORK","",1,"CIY COUNCIL CHAMBER",0,NA,4,1,400,100,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,"REAL ESTATE BOARD OF NEW YORK","UNITED TAXPAYERS","","",1338,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,9,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"47","CARISSA WONG",2001-06-12,"NYT",4,2,1960,4,1,1960,1,6004014,1,"BIAS FIGHTERS ASK A SPECIAL SESSION",0,"JEWS AND OTHER RACIAL GROUPS","ASKED FOR A SPECIAL SESSION OF THE LEGISLATURE","NEW YORK CITY","GOVERNMENT AND BUSINESSES","TO REDUCE RACIAL AND RELIGIOUS DISCRIMINATION IN PRIVATE HOUSING","COLLECTIVE, CLAIMS MADE, PUBLIC",11,"1",9,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,3,3,432,1000,432,100,1500,1000,1,2,1,2,NA,NA,1,3,"AMERICAN JEWISH CONGRESS","JEWISH LABOR COMMITTEE","NEW YORK STATE COMMITTEE ON DISCRIMINATION IN HOUSING","",1331,3,2300,1,1505,1,NA,NA,9,NA,NA,NA,40,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"48","CARISSA WONG",2001-06-12,"NYT",4,2,1960,4,1,1960,1,6004016,1,"SOUTH AFRICAN OFFICE PICKETED",0,"AFRICAN AMERICAN CLERGYMEN","PICKETED","SOUTH AFRICAN CONSULATE IN NEW YORK CITY","FOREIGN GOVERNMENT","NOT CLEAR","COLLECTIVE, CLAIMS MADE, PUBLIC",6,"1",1,1,"NY","","","",1,"NEW YORK","",1,"SOUTH AFRICAN CONSULATE",1,9,NA,1,401,1100,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,1,"AFRICAN AMERICAN EPISCOPAL CHURCH","","","",1400,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912
"49","CARISSA WONG",2001-06-13,"NYT",4,3,1960,4,2,1960,1,6004020,3,"SITDOWN STAGED AT COUNTER HERE",0,"BLACK AND WHITE STUDENTS AND TWO CLERGYMEN","STAGED SIT-INS","NYC- WOOLWORTH FOOD COUNTER","BUSINESS AND GOVERNMENT","DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",11,1,"NY","","","",1,"NEW YORK","",1,"HERALD SQUARE",0,NA,2,3,401,800,430,800,400,1100,1,2,2,1,NA,NA,1,1,"NEW YORK YOUTH COMMITTEE FOR INTEGRATION","","","",1501,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"50","CARISSA WONG",2001-06-13,"NYT",4,3,1960,4,2,1960,2,6004021,2,"SITDOWN STAGED AT COUNTER HERE",0,"STUDENTS, TRADE UNION DELIGATIONS, MEMBERS OF REFORM CLUBS, CHURCH REPS","PICKETED ABOUT 100 WOOLWORTH STORES","NEW YORK CITY","BUSINESSES AND GOVERNMENT","DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",11,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,5,4,800,400,1200,400,1000,400,1,2,2,1,NA,NA,1,1,"CONGRESS OF RACIAL EQUALITY","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"51","CARISSA WONG",2001-06-13,"NYT",4,3,1960,4,2,1960,1,6004024,1,"SPECIAL SESSION ASKED",0,"NY CHAPTER OF THE AMERICAN JEWISH COMMITTEE","PETITIONED","NEW YORK","GOVERNMENT","TO ENACT A LAW FOR ANTI-DISCRIMINATION IN PRIVATE HOUSING","COLLECTIVE, CLAIMS MADE, PUBLIC",46,"1",3,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,3,1,432,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NY CHAPTER OF THE AMERICAN JEWISH COMMITTEE","","","",1331,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"52","CARISSA WONG",2001-06-13,"NYT",4,17,1960,4,16,1960,1,6004028,1,"SIX LIQUOR STORES PICKETED IN HARLEM",0,"AFRICAN AMERICANS AND OTHERS","PICKETED","HARLEM","6 WHITE LIQUOR STORES","TO GET STORES TO DO BUSINESS WITH A GREATER NUMBER OF BLACK WHOLESALE SALESMEN","COLLECTIVE, CLAIMS MADE, PUBLIC",67,"1",7,1,"NY","","","",1,"NEW YORK","",1,"HARLEM",0,NA,3,2,401,NA,400,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"NONPARTISAN CITY WIDE LEADERSHIP COMMITTEE","LIQUOR ACTION COMMITTEE","","",1505,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"53","CARISSA WONG",2001-06-13,"NYT",4,7,1960,4,5,1960,1,6004035,1,"",0,"JEWS","PICKETED F.W. WOOLWORTH","NEW YORK CITY","GOVERNMENT AND BUSINESS","A SYMPATHY DEMONSTRATION FOR NEGRO SITDOWN MOVEMENT IN THE SOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"1",1,1,"NY","","","",1,"NEW YORK","",1,"FW WOOLWORTH",1,35,NA,2,432,500,432,600,NA,NA,1,2,2,1,NA,NA,1,1,"AMERICAN JEWISH CONGRESS","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"54","CARISSA WONG",2001-06-13,"NYT",4,7,1960,4,4,1960,1,6004036,1,"NYU NEWSPAPERS STOLEN AS STUDENTS BATTLE FOR OFFICE",0,"UNKNOWN STUDENTS","STOLE 7500-9500 STUDENT NEWSPAPERS","WASHINGTON SQUARE CAMPUS OF NYU","UNIVERSITY","TO PREVENT STUDENTS FROM READING AN UNFAVORABLE COMMENT ON A CANDIDATE","COLLECTIVE, CLAIMS MADE, PUBLIC",37,"1",6,1,"NY","","","",1,"NEW YORK","",1,"NEW YORK UNIVERSITY",0,NA,2,1,400,800,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,1502,3,NA,NA,NA,NA,5,NA,NA,NA,45,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"55","CARISSA WONG",2001-06-13,"NYT",4,9,1960,4,NA,1960,1,6004038,1,"QUEENS DEFENDED BY 22 OF FACULTY",0,"22 FACULTY OF QUEENS COLLEGE","PETITIONED AND WROTE LETTER TO NEW YORK TIMES","NEW YORK CITY","UNIVERSITY AND THE GOVERNMENT","TO OPPOSE THE CITY COMMISSIONS WAY OF HANDLING CHARGES OF THE NEWSPAPER BEING ANTI-CAHTOLIC","COLLECTIVE, CLAIMS MADE, PUBLIC",24,"1",10,1,"NY","","","",1,"NEW YORK","",1,"QUEENS COLLEGE",1,22,NA,1,100,400,NA,NA,NA,NA,1,2,1,3,NA,NA,0,NA,"","","","",1342,3,1338,3,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"56","CARISSA WONG",2001-06-14,"NYT",4,10,1960,4,2,1960,1,6004044,1,"WOOLWORTH PICKETED HERE",0,"ABOUT 30 BLACK AND WHITE STUDENTS","STAGED THE FIRST SITDOWN AT A NEW YORK FOOD COUNTER","NEW YORK CITY WOOLWORTH STORE","BUSINESS AND GOVERNMENT","DESEGREGATION ANS EQUALITY","COLLECTIVE, CLAIMS MADE, PUBLIC",53,"1",9,1,"NY","","","",1,"NEW YORK","",1,"HERALD SQUARE",0,NA,2,2,401,800,430,800,NA,NA,1,2,2,1,NA,NA,1,1,"NEW YORK YOUTH COMMITTEE FOR INTEGRATION","","","",1501,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"57","CARISSA WONG",2001-06-14,"NYT",4,10,1960,4,9,1960,1,6004045,1,"WOOLWORTH PICKETED HERE",0,"UNIONISTS OF AMALGAMATED LAUNDRY WORKERS JOINT BOARD","WALKED QUIETLY AND CARRIED PLACARDS","NEW YORK CITY WOOLWORTH STORE","BUSINESS AND GOVERNMENT","EQUALITY AND DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",53,"1",9,1,"NY","","","",1,"NEW YORK","",1,"HERALD SQUARE",0,NA,3,1,1200,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,1,1,"AMALGAMATED LAUNDRY WORKERS JOINT BOARD","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"58","CARISSA WONG",2001-06-14,"NYT",4,10,1960,4,9,1960,1,6004046,1,"WOOLWORTH PICKETED HERE",0,"STUDENTS, MOSTLY WHITE","PICKETED AND SHOUTED CHANTS","NEW YORK CITY WOOLWORTH STORE","","BUSINESS AND GOVERNMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",53,"1",4,1,"NY","","","",1,"NEW YORK","",1,"HERALD SQUARE",0,NA,2,2,430,800,401,800,NA,NA,1,2,2,1,NA,NA,0,NA,"","","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,28,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"59","CARISSA WONG",2001-06-14,"NYT",4,14,1960,4,13,1960,1,6004058,1,"BOYCOTT IN US ASKED ON AFRICA",0,"MEMBERS OF THE AMERICAN COMMITTEE ON AFRICA","RALLIED","NEW YORK CITY TOWN HALL","SOUTH AFRICAN AUTHORITIES","FOR THE RELIEF OF SOUTH AFRICAN VICTIMS OF RACIAL SEPERATION","COLLECTIVE, CLAIMS MADE, PUBLIC",5,"1",11,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,3,3,401,1000,400,1000,400,NA,1,1,4,NA,NA,NA,1,1,"AMERICAN COMMITTEE ON AFRICA","","","",1000,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925
"60","CARISSA WONG",2001-06-14,"NYT",4,14,1960,4,13,1960,1,6004063,1,"VANDALS DAMAGE SYNAGOGUE",0,"UNKNOWN","BROKE IN AND DAMAGED PROPERTY","KAHAL CHARADIN SYNAGOGUE AND SCHOOL IN NEW YORK CITY","JEWS","WHITE SUPREMACY","ETHNIC / RACIAL VIOLENCE",37,"1",1,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,400,NA,NA,NA,NA,NA,1,2,7,6,432,NA,0,NA,"","","","",2503,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,62,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,1,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"61","CARISSA WONG",2001-06-14,"NYT",4,15,1960,4,14,1960,1,6004067,1,"",0,"MINISTERS AND OTHERS","PICKETED","WOOLWORTH STORE IN NEW YORK CITY","BUSINESS AND GOVERNMENT","DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",8,"1",2,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,2,1100,NA,400,NA,NA,NA,1,2,2,1,NA,NA,1,2,"CHURCH COMMITTEE ON WOOLWORTH POLICIES","CONGRESS OF RACIAL EQUALITY","","",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
